time,vel.x,
0.000000e+00,0.000000e+00
4.532739e-03,0.000000e+00
9.163374e-03,0.000000e+00
1.381040e-02,0.000000e+00
1.846012e-02,0.000000e+00
2.311028e-02,0.000000e+00
2.776051e-02,0.000000e+00
3.241076e-02,0.000000e+00
3.706100e-02,0.000000e+00
4.171125e-02,0.000000e+00
4.636149e-02,0.000000e+00
5.101174e-02,0.000000e+00
5.566199e-02,0.000000e+00
6.031223e-02,0.000000e+00
6.496248e-02,0.000000e+00
6.961273e-02,0.000000e+00
7.426297e-02,0.000000e+00
7.891322e-02,0.000000e+00
8.356347e-02,0.000000e+00
8.821371e-02,0.000000e+00
9.286396e-02,0.000000e+00
9.751420e-02,0.000000e+00
1.021645e-01,0.000000e+00
1.068147e-01,0.000000e+00
1.114649e-01,0.000000e+00
1.161152e-01,0.000000e+00
1.207654e-01,0.000000e+00
1.254157e-01,0.000000e+00
1.300659e-01,0.000000e+00
1.347162e-01,0.000000e+00
1.393664e-01,0.000000e+00
1.440167e-01,0.000000e+00
1.486669e-01,0.000000e+00
1.533172e-01,0.000000e+00
1.579674e-01,0.000000e+00
1.626177e-01,0.000000e+00
1.672679e-01,0.000000e+00
1.719181e-01,0.000000e+00
1.765684e-01,0.000000e+00
1.812186e-01,0.000000e+00
1.858689e-01,0.000000e+00
1.905191e-01,0.000000e+00
1.951694e-01,0.000000e+00
1.998196e-01,0.000000e+00
2.044699e-01,0.000000e+00
2.091201e-01,0.000000e+00
2.137704e-01,0.000000e+00
2.184206e-01,0.000000e+00
2.230709e-01,0.000000e+00
2.277211e-01,0.000000e+00
2.323714e-01,0.000000e+00
2.370216e-01,0.000000e+00
2.416718e-01,0.000000e+00
2.463221e-01,0.000000e+00
2.509723e-01,0.000000e+00
2.556226e-01,0.000000e+00
2.602728e-01,0.000000e+00
2.649231e-01,0.000000e+00
2.695733e-01,0.000000e+00
2.742236e-01,0.000000e+00
2.788738e-01,0.000000e+00
2.835241e-01,0.000000e+00
2.881743e-01,0.000000e+00
2.928246e-01,0.000000e+00
2.974748e-01,0.000000e+00
3.021250e-01,0.000000e+00
3.067753e-01,0.000000e+00
3.114255e-01,0.000000e+00
3.160758e-01,0.000000e+00
3.207260e-01,0.000000e+00
3.253763e-01,0.000000e+00
3.300265e-01,0.000000e+00
3.346768e-01,0.000000e+00
3.393270e-01,0.000000e+00
3.439773e-01,0.000000e+00
3.486275e-01,0.000000e+00
3.532778e-01,0.000000e+00
3.579280e-01,0.000000e+00
3.625783e-01,0.000000e+00
3.672285e-01,0.000000e+00
3.718787e-01,8.680608e-16
3.765290e-01,3.366456e-15
3.811792e-01,8.816765e-15
3.858295e-01,2.012889e-14
3.904797e-01,4.074521e-14
3.951300e-01,7.942276e-14
3.997802e-01,1.519835e-13
4.044305e-01,2.873929e-13
4.090807e-01,5.399617e-13
4.137310e-01,1.004538e-12
4.183812e-01,1.849451e-12
4.230315e-01,3.369390e-12
4.276817e-01,6.072071e-12
4.323319e-01,1.082426e-11
4.369822e-01,1.908963e-11
4.416324e-01,3.331338e-11
4.462827e-01,5.753390e-11
4.509329e-01,9.835054e-11
4.555832e-01,1.664363e-10
4.602334e-01,2.788719e-10
4.648837e-01,4.627114e-10
4.695339e-01,7.603705e-10
4.741842e-01,1.237674e-09
4.788344e-01,1.995755e-09
4.834847e-01,3.188444e-09
4.881349e-01,5.047415e-09
4.927852e-01,7.918138e-09
4.974354e-01,1.231072e-08
5.020856e-01,1.897101e-08
5.067359e-01,2.897884e-08
5.113861e-01,4.388240e-08
5.160364e-01,6.587960e-08
5.206866e-01,9.806015e-08
5.253369e-01,1.447247e-07
5.299871e-01,2.118001e-07
5.346374e-01,3.073727e-07
5.392876e-01,4.423641e-07
5.439379e-01,6.313745e-07
5.485881e-01,8.937195e-07
5.532384e-01,1.254683e-06
5.578886e-01,1.747006e-06
5.625388e-01,2.412613e-06
5.671891e-01,3.304583e-06
5.718393e-01,4.489322e-06
5.764896e-01,6.048889e-06
5.811398e-01,8.083385e-06
5.857901e-01,1.071326e-05
5.904403e-01,1.408136e-05
5.950906e-01,1.835444e-05
5.997408e-01,2.372382e-05
6.043911e-01,3.040488e-05
6.090413e-01,3.863484e-05
6.136916e-01,4.866832e-05
6.183418e-01,6.077034e-05
6.229921e-01,7.520601e-05
6.276423e-01,9.222653e-05
6.322926e-01,1.120512e-04
6.369428e-01,1.348450e-04
6.415931e-01,1.606921e-04
6.462433e-01,1.895654e-04
6.508936e-01,2.212931e-04
6.555438e-01,2.555230e-04
6.601941e-01,2.916871e-04
6.648443e-01,3.289690e-04
6.694946e-01,3.662751e-04
6.741448e-01,4.022163e-04
6.787951e-01,4.351010e-04
6.834454e-01,4.629455e-04
6.880956e-01,4.835049e-04
6.927459e-01,4.943280e-04
6.973961e-01,4.928400e-04
7.020464e-01,4.764533e-04
7.066967e-01,4.427081e-04
7.113469e-01,3.894376e-04
7.159972e-01,3.149570e-04
7.206475e-01,2.182642e-04
7.252978e-01,9.924502e-05
7.299480e-01,-4.113323e-05
7.345983e-01,-2.006543e-04
7.392486e-01,-3.757312e-04
7.438989e-01,-5.613472e-04
7.485491e-01,-7.510798e-04
7.531994e-01,-9.372210e-04
7.578497e-01,-1.111007e-03
