n_ptcl,time,
10000,5.625388e-01,
index,pos[0],pos[1],pos[2],vel[0],vel[1],vel[2],force[0],force[1],force[2],dens,pres,eng,eng_dot,mass,
0,-0.985,-0.985,0,1.34009e-12,1.38368e-12,0,1.47938e-13,1.536e-13,0,0.743195,0.297278,1,0,0.0009,
1,-0.985,-0.955,0,4.14593e-12,3.9865e-12,0,4.42036e-13,4.26605e-13,0,0.989384,0.395754,1,0,0.0009,
2,-0.985,-0.925,0,1.21447e-11,1.11453e-11,0,1.26038e-12,1.15802e-12,0,1.00014,0.400055,1,0,0.0009,
3,-0.985,-0.895,0,3.29133e-11,2.8866e-11,0,3.32218e-12,2.91838e-12,0,1.00021,0.400083,1,0,0.0009,
4,-0.985,-0.865,0,8.27417e-11,6.93353e-11,0,8.13988e-12,6.83626e-12,0,1.00021,0.400083,1,0,0.0009,
5,-0.985,-0.835,0,1.93866e-10,1.55146e-10,0,1.86231e-11,1.49447e-11,0,1.00021,0.400083,1,0,0.0009,
6,-0.985,-0.805,0,4.25129e-10,3.24662e-10,0,3.99562e-11,3.06143e-11,0,1.00021,0.400083,1,0,0.0009,
7,-0.985,-0.775,0,8.76563e-10,6.38281e-10,0,8.07391e-11,5.90145e-11,0,1.00021,0.400083,1,0,0.0009,
8,-0.985,-0.745,0,1.70693e-09,1.18418e-09,0,1.54332e-10,1.07524e-10,0,1.00021,0.400083,1,0,0.0009,
9,-0.985,-0.715,0,3.15338e-09,2.08232e-09,0,2.80264e-10,1.85956e-10,0,1.00021,0.400083,1,0,0.0009,
10,-0.985,-0.685,0,5.55062e-09,3.48581e-09,0,4.85548e-10,3.06542e-10,0,1.00021,0.400083,1,0,0.0009,
11,-0.985,-0.655,0,9.34788e-09,5.57815e-09,0,8.0573e-10,4.83601e-10,0,1.00021,0.400083,1,0,0.0009,
12,-0.985,-0.625,0,1.51213e-08,8.56671e-09,0,1.28553e-09,7.32922e-10,0,1.00021,0.400083,1,0,0.0009,
13,-0.985,-0.595,0,2.35799e-08,1.26724e-08,0,1.97897e-09,1.07087e-09,0,1.00021,0.400083,1,0,0.0009,
14,-0.985,-0.565,0,3.55639e-08,1.81162e-08,0,2.94888e-09,1.51332e-09,0,1.00021,0.400083,1,0,0.0009,
15,-0.985,-0.535,0,5.20345e-08,2.51036e-08,0,4.26583e-09,2.07447e-09,0,1.00021,0.400083,1,0,0.0009,
16,-0.985,-0.505,0,7.40532e-08,3.38078e-08,0,6.00642e-09,2.76564e-09,0,1.00021,0.400083,1,0,0.0009,
17,-0.985,-0.475,0,1.02753e-07,4.43521e-08,0,8.25087e-09,3.59406e-09,0,1.00021,0.400083,1,0,0.0009,
18,-0.985,-0.445,0,1.39299e-07,5.67936e-08,0,1.10802e-08,4.5618e-09,0,1.00021,0.400083,1,0,0.0009,
19,-0.985,-0.415,0,1.84843e-07,7.11097e-08,0,1.4573e-08,5.66497e-09,0,1.00021,0.400083,1,0,0.0009,
